	function 1	function 2	mean 1	mean 2	stdev 1	stdev 2	t-test	p-val	aggregation approach	run-date
21	c3	c9	0.875	1.1304347826086956	0.9270248108869579	0.9465887416120539	-0.9144938121082838	0.365331736836254	selection_only	2024-04-15
22	c3	c6	0.875	1.5714285714285714	0.9270248108869579	1.178030178747903	-1.9632926806856954	0.05737317895480094	selection_only	2024-04-15
23	c3	c13	0.875	1.7272727272727273	0.9270248108869579	0.8624393618641034	-2.5052776077314283	0.017348968471353192	selection_only	2024-04-15
24	c3	c12	0.875	0.8	0.9270248108869579	0.9797958971132713	0.2543913246769201	0.8004346726550132	selection_only	2024-04-15
25	c3	c15	0.875	1.0	0.9270248108869579	0.6324555320336759	-0.2777724857140736	0.7833029681987725	selection_only	2024-04-15
26	c3	c14	0.875	0.42857142857142855	0.9270248108869579	0.4948716593053935	1.1841047771008655	0.24598642710551455	selection_only	2024-04-15
27	c2	c4	1.1153846153846154	1.12	1.0497956972273985	0.9927738916792685	-0.01579934186471545	0.9874586298186445	selection_only	2024-04-15
28	c2	c11	1.1153846153846154	1.6666666666666667	1.0497956972273985	1.2084359562332878	-1.6365340802034736	0.10870369980628453	selection_only	2024-04-15
29	c2	c10	1.1153846153846154	1.12	1.0497956972273985	1.1771151175649728	-0.014497622424618094	0.9884918453823173	selection_only	2024-04-15
30	c2	c8	1.1153846153846154	1.6956521739130435	1.0497956972273985	1.2999927293674827	-1.6912296507168294	0.09741465655304389	selection_only	2024-04-15
31	c2	c7	1.1153846153846154	1.1	1.0497956972273985	1.1789826122551597	0.045665579145488265	0.9637834303376784	selection_only	2024-04-15
32	c2	c5	1.1153846153846154	1.0416666666666667	1.0497956972273985	1.3063679505492403	0.21625120578805657	0.8297083551653973	selection_only	2024-04-15
33	c2	c9	1.1153846153846154	1.1304347826086956	1.0497956972273985	0.9465887416120539	-0.05135519684130343	0.9592601303374748	selection_only	2024-04-15
34	c2	c6	1.1153846153846154	1.5714285714285714	1.0497956972273985	1.178030178747903	-1.2229988563852743	0.2288608262505208	selection_only	2024-04-15
35	c2	c13	1.1153846153846154	1.7272727272727273	1.0497956972273985	0.8624393618641034	-1.658265016854042	0.10620118398259346	selection_only	2024-04-15
36	c2	c12	1.1153846153846154	0.8	1.0497956972273985	0.9797958971132713	1.0167897840870537	0.31481209349716416	selection_only	2024-04-15
37	c2	c15	1.1153846153846154	1.0	1.0497956972273985	0.6324555320336759	0.22982393073547772	0.8198419600375503	selection_only	2024-04-15
38	c2	c14	1.1153846153846154	0.42857142857142855	1.0497956972273985	0.4948716593053935	1.6296305503397825	0.11330062121170578	selection_only	2024-04-15
39	c4	c11	1.12	1.6666666666666667	0.9927738916792685	1.2084359562332878	-1.647255344445481	0.1066300280156596	selection_only	2024-04-15
40	c4	c10	1.12	1.12	0.9927738916792685	1.1771151175649728	0.0	1.0	selection_only	2024-04-15
41	c4	c8	1.12	1.6956521739130435	0.9927738916792685	1.2999927293674827	-1.695636664902853	0.09671405537892248	selection_only	2024-04-15
42	c4	c7	1.12	1.1	0.9927738916792685	1.1789826122551597	0.06036867268781316	0.9521417186179474	selection_only	2024-04-15
43	c4	c5	1.12	1.0416666666666667	0.9927738916792685	1.3063679505492403	0.23202069269093525	0.8175292412163464	selection_only	2024-04-15
44	c4	c9	1.12	1.1304347826086956	0.9927738916792685	0.9465887416120539	-0.036414352574371915	0.9711095379397203	selection_only	2024-04-15
45	c4	c6	1.12	1.5714285714285714	0.9927738916792685	1.178030178747903	-1.239159290146345	0.2230896586008705	selection_only	2024-04-15
46	c4	c13	1.12	1.7272727272727273	0.9927738916792685	0.8624393618641034	-1.708271969303168	0.0967019266861937	selection_only	2024-04-15
47	c4	c12	1.12	0.8	0.9927738916792685	0.9797958971132713	1.0563982635160722	0.2966854874785949	selection_only	2024-04-15
48	c4	c15	1.12	1.0	0.9927738916792685	0.6324555320336759	0.25112360116696153	0.8035523670158338	selection_only	2024-04-15
49	c4	c14	1.12	0.42857142857142855	0.9927738916792685	0.4948716593053935	1.7251480007402078	0.09479018643961136	selection_only	2024-04-15
50	c11	c10	1.6666666666666667	1.12	1.2084359562332878	1.1771151175649728	1.5159012418358775	0.1366962709193475	selection_only	2024-04-15
51	c11	c8	1.6666666666666667	1.6956521739130435	1.2084359562332878	1.2999927293674827	-0.07463580146980771	0.9408588470344381	selection_only	2024-04-15
52	c11	c7	1.6666666666666667	1.1	1.2084359562332878	1.1789826122551597	1.4812846412273595	0.1465656235436719	selection_only	2024-04-15
53	c11	c5	1.6666666666666667	1.0416666666666667	1.2084359562332878	1.3063679505492403	1.620656364134859	0.11240272477025397	selection_only	2024-04-15
54	c11	c9	1.6666666666666667	1.1304347826086956	1.2084359562332878	0.9465887416120539	1.607941102029061	0.11534063668448383	selection_only	2024-04-15
55	c11	c6	1.6666666666666667	1.5714285714285714	1.2084359562332878	1.178030178747903	0.22403150240187464	0.8241140498035344	selection_only	2024-04-15
56	c11	c13	1.6666666666666667	1.7272727272727273	1.2084359562332878	0.8624393618641034	-0.14309374211600334	0.8871729507498878	selection_only	2024-04-15
57	c11	c12	1.6666666666666667	0.8	1.2084359562332878	0.9797958971132713	2.4530813133873073	0.0187383847567611	selection_only	2024-04-15
58	c11	c15	1.6666666666666667	1.0	1.2084359562332878	0.6324555320336759	1.148338503526429	0.26214619639442804	selection_only	2024-04-15
59	c11	c14	1.6666666666666667	0.42857142857142855	1.2084359562332878	0.4948716593053935	2.5420001388438895	0.01732369967050446	selection_only	2024-04-15
60	c10	c8	1.12	1.6956521739130435	1.1771151175649728	1.2999927293674827	-1.5760879242641246	0.12185880166292302	selection_only	2024-04-15
61	c10	c7	1.12	1.1	1.1771151175649728	1.1789826122551597	0.05532373871314533	0.9561368112606172	selection_only	2024-04-15
62	c10	c5	1.12	1.0416666666666667	1.1771151175649728	1.3063679505492403	0.2161309742826201	0.8298209695860604	selection_only	2024-04-15
63	c10	c9	1.12	1.1304347826086956	1.1771151175649728	0.9465887416120539	-0.03295449118171209	0.9738534584455172	selection_only	2024-04-15
64	c10	c6	1.12	1.5714285714285714	1.1771151175649728	1.178030178747903	-1.118714264677142	0.270472705419775	selection_only	2024-04-15
65	c10	c13	1.12	1.7272727272727273	1.1771151175649728	0.8624393618641034	-1.4955666797366964	0.14399175009405013	selection_only	2024-04-15
66	c10	c12	1.12	0.8	1.1771151175649728	0.9797958971132713	0.9532579277943392	0.34578757363219403	selection_only	2024-04-15
67	c10	c15	1.12	1.0	1.1771151175649728	0.6324555320336759	0.21412969991171135	0.8319976613153213	selection_only	2024-04-15
68	c10	c14	1.12	0.42857142857142855	1.1771151175649728	0.4948716593053935	1.468838935450764	0.15228526477863835	selection_only	2024-04-15
69	c8	c7	1.6956521739130435	1.1	1.2999927293674827	1.1789826122551597	1.5277965890817236	0.13424185172831773	selection_only	2024-04-15
70	c8	c5	1.6956521739130435	1.0416666666666667	1.2999927293674827	1.3063679505492403	1.6827424187023772	0.09935193352729094	selection_only	2024-04-15
71	c8	c9	1.6956521739130435	1.1304347826086956	1.2999927293674827	0.9465887416120539	1.6485861388808116	0.10635563911188496	selection_only	2024-04-15
72	c8	c6	1.6956521739130435	1.5714285714285714	1.2999927293674827	1.178030178747903	0.28394738844948525	0.7781237677167153	selection_only	2024-04-15
73	c8	c13	1.6956521739130435	1.7272727272727273	1.2999927293674827	0.8624393618641034	-0.07113429940295796	0.9437335923757364	selection_only	2024-04-15
74	c8	c12	1.6956521739130435	0.8	1.2999927293674827	0.9797958971132713	2.461510618508151	0.018131864568690276	selection_only	2024-04-15
75	c8	c15	1.6956521739130435	1.0	1.2999927293674827	0.6324555320336759	1.1244721828349533	0.2710873844028611	selection_only	2024-04-15
76	c8	c14	1.6956521739130435	0.42857142857142855	1.2999927293674827	0.4948716593053935	2.4381419712168113	0.021364513881006342	selection_only	2024-04-15
77	c7	c5	1.1	1.0416666666666667	1.1789826122551597	1.3063679505492403	0.15058199584659435	0.8810263478148231	selection_only	2024-04-15
78	c7	c9	1.1	1.1304347826086956	1.1789826122551597	0.9465887416120539	-0.09161047393859365	0.9274536733151882	selection_only	2024-04-15
79	c7	c6	1.1	1.5714285714285714	1.1789826122551597	1.178030178747903	-1.1135969724928747	0.27374717467388643	selection_only	2024-04-15
80	c7	c13	1.1	1.7272727272727273	1.1789826122551597	0.8624393618641034	-1.5001833658644803	0.1443764160172672	selection_only	2024-04-15
81	c7	c12	1.1	0.8	1.1789826122551597	0.9797958971132713	0.8530296445423717	0.3989878758158607	selection_only	2024-04-15
82	c7	c15	1.1	1.0	1.1789826122551597	0.6324555320336759	0.17570567213802907	0.8620629645919309	selection_only	2024-04-15
83	c7	c14	1.1	0.42857142857142855	1.1789826122551597	0.4948716593053935	1.4071351748019547	0.1716988475032326	selection_only	2024-04-15
84	c5	c9	1.0416666666666667	1.1304347826086956	1.3063679505492403	0.9465887416120539	-0.2600816853854669	0.7959871133354909	selection_only	2024-04-15
85	c5	c6	1.0416666666666667	1.5714285714285714	1.3063679505492403	1.178030178747903	-1.2162936261239745	0.2317880781163573	selection_only	2024-04-15
86	c5	c13	1.0416666666666667	1.7272727272727273	1.3063679505492403	0.8624393618641034	-1.5430546711370434	0.13235385373560635	selection_only	2024-04-15
87	c5	c12	1.0416666666666667	0.8	1.3063679505492403	0.9797958971132713	0.6669415578366633	0.5084571596947669	selection_only	2024-04-15
88	c5	c15	1.0416666666666667	1.0	1.3063679505492403	0.6324555320336759	0.06719524668677775	0.9469213970049442	selection_only	2024-04-15
89	c5	c14	1.0416666666666667	0.42857142857142855	1.3063679505492403	0.4948716593053935	1.176592529326319	0.24892601121335423	selection_only	2024-04-15
90	c9	c6	1.1304347826086956	1.5714285714285714	0.9465887416120539	1.178030178747903	-1.2163578326862945	0.2319883178934069	selection_only	2024-04-15
91	c9	c13	1.1304347826086956	1.7272727272727273	0.9465887416120539	0.8624393618641034	-1.716435583654083	0.09574940974705042	selection_only	2024-04-15
92	c9	c12	1.1304347826086956	0.8	0.9465887416120539	0.9797958971132713	1.09681504410754	0.2791226980863012	selection_only	2024-04-15
93	c9	c15	1.1304347826086956	1.0	0.9465887416120539	0.6324555320336759	0.28347335475692026	0.7790590140103992	selection_only	2024-04-15
94	c9	c14	1.1304347826086956	0.42857142857142855	0.9465887416120539	0.4948716593053935	1.820990983434862	0.07931100151282167	selection_only	2024-04-15
95	c6	c13	1.5714285714285714	1.7272727272727273	1.178030178747903	0.8624393618641034	-0.3530274920738112	0.7272828049754057	selection_only	2024-04-15
96	c6	c12	1.5714285714285714	0.8	1.178030178747903	0.9797958971132713	2.014911346455689	0.05238050125134474	selection_only	2024-04-15
97	c6	c15	1.5714285714285714	1.0	1.178030178747903	0.6324555320336759	0.9769267960867284	0.342303556902003	selection_only	2024-04-15
98	c6	c14	1.5714285714285714	0.42857142857142855	1.178030178747903	0.4948716593053935	2.340401136018669	0.03032642338663149	selection_only	2024-04-15
99	c13	c12	1.7272727272727273	0.8	0.8624393618641034	0.9797958971132713	2.5421773083645443	0.01661749612725758	selection_only	2024-04-15
100	c13	c15	1.7272727272727273	1.0	0.8624393618641034	0.6324555320336759	1.5811388300841898	0.13616875070388545	selection_only	2024-04-15
101	c13	c14	1.7272727272727273	0.42857142857142855	0.8624393618641034	0.4948716593053935	3.4154367971904	0.003542852469144156	selection_only	2024-04-15
102	c12	c15	0.8	1.0	0.9797958971132713	0.6324555320336759	-0.41663521893903455	0.6808079041211521	selection_only	2024-04-15
103	c12	c14	0.8	0.42857142857142855	0.9797958971132713	0.4948716593053935	0.9247107995153598	0.3639566991317069	selection_only	2024-04-15
104	c15	c14	1.0	0.42857142857142855	0.6324555320336759	0.4948716593053935	1.6012815380508711	0.14039731172205072	selection_only	2024-04-15
