	function 1	function 2	mean 1	mean 2	stdev 1	stdev 2	t-test	p-val	aggregation approach	run-date
61	c4	c9	1.68	1.2608695652173914	1.3181805642627267	1.0307190948808433	1.1942278407528104	0.23851078662110353	selection_only	2024-04-15
62	c4	c7	1.68	1.05	1.3181805642627267	0.864580823289529	1.8021224000374	0.07853902882289975	selection_only	2024-04-15
63	c4	c6	1.68	1.4285714285714286	1.3181805642627267	1.2936264483053455	0.5602813752048704	0.5786644515674528	selection_only	2024-04-15
64	c4	c10	1.68	1.28	1.3181805642627267	1.0007996802557442	1.1840055569457872	0.24224108698405747	selection_only	2024-04-15
65	c4	c8	1.68	0.782608695652174	1.3181805642627267	0.9304754156101173	2.646612350576944	0.011093758599914062	selection_only	2024-04-15
66	c4	c12	1.68	1.2105263157894737	1.3181805642627267	1.1506953215302866	1.2069824948407664	0.23419292292505356	selection_only	2024-04-15
67	c4	c14	1.68	1.5714285714285714	1.3181805642627267	0.9035079029052513	0.1983533410251467	0.8441066823796913	selection_only	2024-04-15
68	c4	c13	1.68	1.2727272727272727	1.3181805642627267	1.052348809344566	0.8800701548469572	0.38499973748595473	selection_only	2024-04-15
69	c15	c9	2.2	1.2608695652173914	0.9797958971132712	1.0307190948808433	1.794868183850699	0.08430998288534584	selection_only	2024-04-15
70	c15	c7	2.2	1.05	0.9797958971132712	0.864580823289529	2.482036730009032	0.020801068904050583	selection_only	2024-04-15
71	c15	c6	2.2	1.4285714285714286	0.9797958971132712	1.2936264483053455	1.1490738727205936	0.26643639729233376	selection_only	2024-04-15
72	c15	c10	2.2	1.28	0.9797958971132712	1.0007996802557442	1.8191219439625965	0.07960311043117967	selection_only	2024-04-15
73	c15	c8	2.2	0.782608695652174	0.9797958971132712	0.9304754156101173	2.9463424698996987	0.006701623210860513	selection_only	2024-04-15
74	c15	c12	2.2	1.2105263157894737	0.9797958971132712	1.1506953215302866	1.6870040503003185	0.10573247603021092	selection_only	2024-04-15
75	c15	c14	2.2	1.5714285714285714	0.9797958971132712	0.9035079029052513	1.0469071079869616	0.31978714556143056	selection_only	2024-04-15
76	c15	c13	2.2	1.2727272727272727	0.9797958971132712	1.052348809344566	1.5609923132870736	0.14084079179194034	selection_only	2024-04-15
77	c9	c7	1.2608695652173914	1.05	1.0307190948808433	0.864580823289529	0.7036979610535851	0.4855983389224122	selection_only	2024-04-15
78	c9	c6	1.2608695652173914	1.4285714285714286	1.0307190948808433	1.2936264483053455	-0.42305557233515945	0.6748429295244127	selection_only	2024-04-15
79	c9	c10	1.2608695652173914	1.28	1.0307190948808433	1.0007996802557442	-0.0638447385257416	0.9493704928278814	selection_only	2024-04-15
80	c9	c8	1.2608695652173914	0.782608695652174	1.0307190948808433	0.9304754156101173	1.6154887562495222	0.11335381047046103	selection_only	2024-04-15
81	c9	c12	1.2608695652173914	1.2105263157894737	1.0307190948808433	1.1506953215302866	0.14584063119730373	0.8847796856090819	selection_only	2024-04-15
82	c9	c14	1.2608695652173914	1.5714285714285714	1.0307190948808433	0.9035079029052513	-0.6933276282608928	0.4938156234724308	selection_only	2024-04-15
83	c9	c13	1.2608695652173914	1.2727272727272727	1.0307190948808433	1.052348809344566	-0.03023830979829183	0.9760648059385113	selection_only	2024-04-15
84	c7	c6	1.05	1.4285714285714286	0.864580823289529	1.2936264483053455	-0.9920144032072383	0.3286328648979445	selection_only	2024-04-15
85	c7	c10	1.05	1.28	0.864580823289529	1.0007996802557442	-0.794996299293326	0.4309820458243706	selection_only	2024-04-15
86	c7	c8	1.05	0.782608695652174	0.864580823289529	0.9304754156101173	0.9484211874113577	0.34847209140612756	selection_only	2024-04-15
87	c7	c12	1.05	1.2105263157894737	0.864580823289529	1.1506953215302866	-0.4812731818259542	0.6331564980185911	selection_only	2024-04-15
88	c7	c14	1.05	1.5714285714285714	0.864580823289529	0.9035079029052513	-1.3059807199751678	0.2034488013743058	selection_only	2024-04-15
89	c7	c13	1.05	1.2727272727272727	0.864580823289529	1.052348809344566	-0.6134277840172496	0.5443753088276968	selection_only	2024-04-15
