	function 1	function 2	mean 1	mean 2	stdev 1	stdev 2	t-test	p-val	aggregation approach	run-date
0	c3	c2	1.0434782608695652	1.125	0.7505511522448725	1.092111868506763	-0.29063647220974054	0.7726646439673179	selection_only	2024-04-10
1	c3	c1	1.0434782608695652	0.9259259259259259	0.7505511522448725	0.8574694002066835	0.5010952958605009	0.6185943873150132	selection_only	2024-04-10
2	c3	c5	1.0434782608695652	1.7916666666666667	0.7505511522448725	0.956520023604083	-2.910936413911277	0.005586490810486522	selection_only	2024-04-10
3	c3	c11	1.0434782608695652	3.0	0.7505511522448725	1.0	-3.2911085288755237	0.003197912840264869	selection_only	2024-04-10
4	c3	c4	1.0434782608695652	1.68	0.7505511522448725	1.3181805642627267	-1.989661976271323	0.05259234798213686	selection_only	2024-04-10
5	c3	c15	1.0434782608695652	3.0	0.7505511522448725	0.0			selection_only	2024-04-10
6	c3	c9	1.0434782608695652	1.0	0.7505511522448725	1.0	0.1333849762246894	0.8947510610138679	selection_only	2024-04-10
7	c3	c7	1.0434782608695652	1.05	0.7505511522448725	0.864580823289529	-0.02585515732207726	0.9794983031766056	selection_only	2024-04-10
8	c3	c6	1.0434782608695652	1.4285714285714286	0.7505511522448725	1.2936264483053455	-1.1142051559158743	0.27278426964175145	selection_only	2024-04-10
9	c3	c10	1.0434782608695652	1.875	0.7505511522448725	1.0532687216470449	-2.334848290271125	0.02668124665296284	selection_only	2024-04-10
10	c3	c8	1.0434782608695652	0.782608695652174	0.7505511522448725	0.9304754156101173	1.023532631438318	0.31165069250650423	selection_only	2024-04-10
11	c3	c13	1.0434782608695652	1.0	0.7505511522448725	0.0			selection_only	2024-04-10
12	c3	c14	1.0434782608695652	0.0	0.7505511522448725	0.0			selection_only	2024-04-10
13	c2	c1	1.125	0.9259259259259259	1.092111868506763	0.8574694002066835	0.7134243941558286	0.47896746694394077	selection_only	2024-04-10
14	c2	c5	1.125	1.7916666666666667	1.092111868506763	0.956520023604083	-2.2022902561476543	0.032695950040222056	selection_only	2024-04-10
15	c2	c11	1.125	3.0	1.092111868506763	1.0	-2.2552920496466466	0.03350849973137336	selection_only	2024-04-10
16	c2	c4	1.125	1.68	1.092111868506763	1.3181805642627267	-1.5684016906867284	0.12349618633146835	selection_only	2024-04-10
17	c2	c15	1.125	3.0	1.092111868506763	0.0			selection_only	2024-04-10
18	c2	c9	1.125	1.0	1.092111868506763	1.0	0.30228522353530585	0.7643907554923897	selection_only	2024-04-10
19	c2	c7	1.125	1.05	1.092111868506763	0.864580823289529	0.24319883553073374	0.8090352705624871	selection_only	2024-04-10
20	c2	c6	1.125	1.4285714285714286	1.092111868506763	1.2936264483053455	-0.750697067055354	0.4577139994052888	selection_only	2024-04-10
21	c2	c10	1.125	1.875	1.092111868506763	1.0532687216470449	-1.6431676725154984	0.11078999482703206	selection_only	2024-04-10
22	c2	c8	1.125	0.782608695652174	1.092111868506763	0.9304754156101173	1.1298179232947343	0.2645394453181671	selection_only	2024-04-10
23	c2	c13	1.125	1.0	1.092111868506763	0.0			selection_only	2024-04-10
24	c2	c14	1.125	0.0	1.092111868506763	0.0			selection_only	2024-04-10
25	c1	c5	0.9259259259259259	1.7916666666666667	0.8574694002066835	0.956520023604083	-3.3407752898316607	0.001604568494049498	selection_only	2024-04-10
26	c1	c11	0.9259259259259259	3.0	0.8574694002066835	1.0	-3.14600857581289	0.0040049539056759825	selection_only	2024-04-10
